cntry,ccnthum,ccrdprs,wrclmch,gndr,agea,eisced,impricha,ipeqopta,ipmodsta,impfuna,impenva
IE,Equal natural and human,5,Not very worried,Female,50,Other,Not at all like me,Very much like me,Like me,A little like me,Like me
IE,Equal natural and human,8,Very worried,Female,36,Higher tertiary,Somewhat like me,Like me,A little like me,A little like me,Like me
IE,Equal natural and human,7,Somewhat worried,Female,68,Lower tertiary,Not like me,Like me,Like me,Not like me,Like me
IE,Mainly human,9,Extremely worried,Male,67,Higher tertiary,Like me,Like me,Somewhat like me,Somewhat like me,Like me
IE,Natural processes,9,Very worried,Male,70,Lower secondary,Not like me,Like me,Like me,Very much like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,77,Advanced voc,Somewhat like me,Very much like me,A little like me,Somewhat like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,44,Advanced voc,Not like me,Like me,Like me,Not like me,A little like me
IE,Equal natural and human,8,Very worried,Male,19,Upper upper sec,Like me,Like me,Somewhat like me,Like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Male,57,Other,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,32,Higher tertiary,Not like me,Very much like me,Like me,Like me,Like me
IE,Equal natural and human,8,Somewhat worried,Male,81,Other,Not at all like me,Very much like me,Like me,Like me,Very much like me
IE,Mainly human,9,Very worried,Male,43,Other,Like me,Like me,A little like me,Somewhat like me,Very much like me
IE,Mainly human,6,Not very worried,Female,37,Lower tertiary,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,Mainly human,8,Somewhat worried,Female,22,Advanced voc,Like me,Very much like me,Somewhat like me,A little like me,Very much like me
IE,Natural processes,5,Extremely worried,Female,65,Lower upper sec,Like me,Very much like me,Like me,Like me,Like me
IE,Equal natural and human,7,Somewhat worried,Male,33,Higher tertiary,A little like me,Very much like me,Very much like me,Like me,Like me
IE,Equal natural and human,5,Somewhat worried,Male,40,Lower upper sec,A little like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,NA,Somewhat worried,Female,84,Lower upper sec,A little like me,Somewhat like me,A little like me,Somewhat like me,Very much like me
IE,Natural processes,Not at all,Not worried,Male,80,Higher tertiary,Not like me,Like me,Like me,Like me,Like me
IE,Mainly human,7,Somewhat worried,Male,70,Lower tertiary,Not like me,Like me,Like me,A little like me,A little like me
IE,Entirely human,5,Somewhat worried,Female,72,Lower secondary,Not at all like me,Very much like me,Very much like me,Somewhat like me,Very much like me
IE,Equal natural and human,7,Very worried,Male,32,Advanced voc,NA,NA,NA,NA,NA
IE,Equal natural and human,8,Somewhat worried,Male,55,Advanced voc,Somewhat like me,Very much like me,Very much like me,Not like me,Like me
IE,Equal natural and human,4,Somewhat worried,Female,45,Higher tertiary,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,Mainly human,6,Somewhat worried,Male,16,Lower upper sec,Not like me,Like me,Like me,Like me,Like me
IE,Equal natural and human,5,Somewhat worried,Female,64,Advanced voc,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,7,Very worried,Female,42,Lower tertiary,A little like me,Very much like me,Like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,6,Somewhat worried,Female,32,Upper upper sec,Not like me,Like me,Somewhat like me,A little like me,Somewhat like me
IE,Equal natural and human,9,Very worried,Female,29,Lower tertiary,Like me,Very much like me,Like me,Very much like me,Like me
IE,Equal natural and human,5,Not worried,Male,64,Lower upper sec,Not like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,Mainly human,2,Not worried,Male,77,Lower tertiary,Not at all like me,Very much like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,5,Somewhat worried,Male,73,Lower secondary,Somewhat like me,Very much like me,Very much like me,Not at all like me,Somewhat like me
IE,Equal natural and human,A lot,Extremely worried,Female,71,Lower upper sec,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Equal natural and human,3,Somewhat worried,Female,63,Lower tertiary,Not like me,Like me,Like me,Very much like me,Very much like me
IE,Equal natural and human,5,Not very worried,Male,72,Lower secondary,Not like me,Like me,A little like me,Not at all like me,Somewhat like me
IE,Mainly human,8,Not very worried,Male,81,Lower upper sec,Not at all like me,Like me,Like me,Somewhat like me,Like me
IE,Mainly natural,8,Somewhat worried,Male,83,Lower upper sec,Not like me,Like me,Somewhat like me,Very much like me,Very much like me
IE,Equal natural and human,3,Somewhat worried,Male,83,Other,A little like me,Like me,Like me,Not like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Female,44,Advanced voc,Not at all like me,Like me,Very much like me,Very much like me,Like me
IE,Mainly human,6,Somewhat worried,Male,57,Higher tertiary,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,Like me
IE,Mainly natural,A lot,Somewhat worried,Female,74,Advanced voc,Not like me,A little like me,A little like me,Not at all like me,Somewhat like me
IE,Mainly human,6,Somewhat worried,Female,62,Lower upper sec,Not like me,Like me,Like me,A little like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Male,73,Lower tertiary,A little like me,Very much like me,Very much like me,A little like me,Somewhat like me
IE,Mainly human,8,Extremely worried,Female,71,Lower tertiary,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Equal natural and human,7,Not very worried,Female,85,Lower secondary,Not at all like me,Very much like me,Very much like me,Like me,Very much like me
IE,Mainly natural,Not at all,Not very worried,Female,76,Lower secondary,Not at all like me,Somewhat like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,8,Somewhat worried,Male,41,Other,Not at all like me,Like me,Very much like me,A little like me,Very much like me
IE,Entirely human,8,Very worried,Male,67,Higher tertiary,A little like me,Like me,Like me,Like me,Very much like me
IE,Equal natural and human,5,Very worried,Female,80,Higher tertiary,Not at all like me,Like me,Like me,Not at all like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,79,Advanced voc,A little like me,Very much like me,Very much like me,A little like me,Very much like me
IE,Equal natural and human,5,Extremely worried,Male,37,Other,A little like me,A little like me,Somewhat like me,Not like me,A little like me
IE,Entirely human,8,Very worried,Male,17,Lower upper sec,Like me,Somewhat like me,Very much like me,Very much like me,Very much like me
IE,Mainly human,A lot,Somewhat worried,Male,30,Lower secondary,Not like me,Like me,A little like me,Somewhat like me,Very much like me
IE,Mainly human,7,Not very worried,Female,70,Higher tertiary,Not at all like me,Very much like me,Like me,Like me,Very much like me
IE,Entirely human,5,Somewhat worried,Female,27,Lower upper sec,Not like me,Very much like me,Very much like me,Not like me,Like me
IE,Natural processes,7,Somewhat worried,Female,63,Lower tertiary,Like me,Very much like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,8,Not very worried,Male,26,Lower tertiary,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,Mainly human,A lot,Extremely worried,Female,26,Other,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Natural processes,7,Very worried,Male,52,Advanced voc,Very much like me,A little like me,Very much like me,Somewhat like me,Like me
IE,Mainly human,9,Very worried,Male,80,Advanced voc,A little like me,Somewhat like me,Like me,A little like me,Like me
IE,Equal natural and human,3,Somewhat worried,Male,51,Lower tertiary,Somewhat like me,Very much like me,Very much like me,Somewhat like me,Very much like me
IE,Entirely human,1,Not very worried,Female,68,Lower upper sec,A little like me,Very much like me,Very much like me,A little like me,Very much like me
IE,NA,7,Not worried,Female,81,Lower secondary,Not at all like me,Like me,Very much like me,Not at all like me,Very much like me
IE,I don't think climate change is happening,NA,NA,Female,45,Lower secondary,Not like me,Very much like me,Very much like me,A little like me,Somewhat like me
IE,Mainly human,9,Very worried,Female,27,Higher tertiary,A little like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,Entirely human,2,Not worried,Male,28,Lower tertiary,Very much like me,Very much like me,Very much like me,Very much like me,Like me
IE,Equal natural and human,7,Not very worried,Male,34,Other,A little like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,40,Other,Not like me,Like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,8,Somewhat worried,Male,71,Lower tertiary,Not like me,A little like me,A little like me,Not like me,A little like me
IE,Equal natural and human,8,Somewhat worried,Male,44,Higher tertiary,Like me,Somewhat like me,Somewhat like me,Like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,70,Lower tertiary,A little like me,Very much like me,A little like me,Somewhat like me,Like me
IE,Equal natural and human,7,Somewhat worried,Female,65,Lower upper sec,Like me,Very much like me,A little like me,Like me,Somewhat like me
IE,Equal natural and human,4,Somewhat worried,Female,35,Higher tertiary,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,41,Lower tertiary,Not like me,Like me,A little like me,Like me,Like me
IE,Equal natural and human,5,Somewhat worried,Male,71,Lower secondary,Like me,Like me,Like me,Like me,Very much like me
IE,Equal natural and human,A lot,Somewhat worried,Female,77,Lower upper sec,Not like me,Very much like me,Very much like me,Not at all like me,Very much like me
IE,Natural processes,3,Not very worried,Male,59,Lower upper sec,Like me,Very much like me,Somewhat like me,Like me,Like me
IE,Mainly human,8,Very worried,Male,58,Advanced voc,A little like me,Very much like me,Very much like me,Somewhat like me,Very much like me
IE,Mainly human,9,Very worried,Male,36,Other,Somewhat like me,Like me,Like me,Like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,21,Lower tertiary,Somewhat like me,Like me,Like me,Like me,Like me
IE,Mainly human,7,Somewhat worried,Male,57,Lower tertiary,Not like me,A little like me,Somewhat like me,A little like me,Like me
IE,Mainly human,8,Very worried,Female,41,Higher tertiary,A little like me,Like me,A little like me,Like me,Like me
IE,Mainly human,7,Somewhat worried,Female,29,Higher tertiary,Somewhat like me,Like me,Like me,Like me,Like me
IE,Entirely human,Not at all,Not worried,Female,26,Advanced voc,Not like me,Very much like me,Not like me,Not at all like me,A little like me
IE,Mainly human,7,Somewhat worried,Female,82,Other,Not at all like me,Like me,Not at all like me,A little like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Male,42,Other,Not like me,Like me,Somewhat like me,A little like me,Somewhat like me
IE,Mainly human,9,Extremely worried,Female,26,Lower tertiary,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,Very much like me
IE,Mainly human,8,Extremely worried,Female,57,Lower tertiary,Not at all like me,Like me,Like me,Not like me,Very much like me
IE,Mainly human,8,Somewhat worried,Male,NA,Other,Not like me,Like me,Like me,Like me,Very much like me
IE,NA,NA,Not very worried,Female,75,Lower secondary,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,7,Very worried,Male,56,Lower tertiary,Not at all like me,Very much like me,Not like me,Not like me,Very much like me
IE,Mainly human,5,Not very worried,Male,51,Lower secondary,Not like me,A little like me,Somewhat like me,Not at all like me,A little like me
IE,Equal natural and human,7,Somewhat worried,Male,84,Lower secondary,Not at all like me,Somewhat like me,Not like me,Not at all like me,Somewhat like me
IE,NA,7,Somewhat worried,Male,28,Other,Like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me
IE,Mainly human,A lot,Extremely worried,Female,70,Lower tertiary,Not at all like me,Like me,A little like me,Not like me,Very much like me
IE,Entirely human,7,Extremely worried,Female,80,Advanced voc,Not at all like me,Not like me,Not at all like me,Not like me,Not like me
IE,Entirely human,9,Not worried,Male,76,Lower upper sec,Not like me,Like me,Like me,Like me,Very much like me
IE,Equal natural and human,A lot,Extremely worried,Female,57,Other,Not at all like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me
IE,Mainly human,8,Somewhat worried,Male,79,Other,Not like me,Like me,Like me,A little like me,Like me
IE,Equal natural and human,5,Somewhat worried,Female,59,Lower tertiary,A little like me,Like me,Like me,Like me,Like me
IE,Equal natural and human,8,Extremely worried,Male,39,Higher tertiary,Somewhat like me,Very much like me,Very much like me,Like me,Very much like me
IE,Equal natural and human,4,Very worried,Female,65,Advanced voc,Like me,Somewhat like me,A little like me,Not like me,A little like me
IE,Entirely human,A lot,Somewhat worried,Male,53,Other,Like me,Like me,Very much like me,Very much like me,Very much like me
